,train_acc,val_acc,test_acc,test_preds,test_labels,sparsity,fold
0,-1,-1,100.0,[0],[0],0.0666666666666666,0.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,1.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,2.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,3.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,4.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,5.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,6.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,7.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,8.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,9.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,10.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,11.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,12.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,13.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,14.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,15.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,16.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,17.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,18.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,19.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,20.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,21.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,22.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,23.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,24.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,25.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,26.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,27.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,28.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,29.0
0,-1,-1,100.0,[1],[1],0.0666666666666666,30.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,31.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,32.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,33.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,34.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,35.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,36.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,37.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,38.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,39.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,40.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,41.0
0,-1,-1,0.0,[0],[1],0.0666666666666666,42.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,43.0
0,-1,-1,100.0,[0],[0],0.0666666666666666,44.0
0,-1,-1,0.0,[0],[1],0.06666666666666667,45.0
