fold,sparsity
0,0.6665133333333333
1,0.6805333333333333
2,0.6457133333333334
3,0.6477255555555556
4,0.676
5,0.713
6,0.5617566666666667
7,0.6572
8,0.7234666666666667
9,0.6328666666666667
10,0.5949333333333333
11,0.7205388888888888
12,0.5926
13,0.6612522222222222
14,0.6356
15,0.5981333333333333
16,0.6066666666666667
17,0.6516
18,0.6327466666666667
19,0.5878
20,0.7108666666666666
21,0.6889377777777778
22,0.6865333333333333
23,0.6436666666666667
24,0.6414
25,0.6525333333333333
26,0.652
27,0.7056
28,0.6655555555555556
29,0.6753311111111111
30,0.6090377777777778
31,0.6286
32,0.6114666666666667
33,0.694
34,0.6614366666666667
35,0.7028
36,0.671
37,0.6279333333333333
38,0.6180511111111111
39,0.48722666666666664
40,0.7337333333333333
41,0.7243988888888889
42,0.6806
43,0.7708
44,0.6124666666666667
45,0.6592733333333334
